EventsPK	IncidentID	Event_Year	Event_Month	Event_Day	Event_Hour	Event_Minute	EventBegin_Year	EventBegin_Month	EventBegin_Day	EventBegin_Hour	EventBegin_Minute	EventEnd_Year	EventEnd_Month	EventEnd_Day	EventEnd_Hour	EventEnd_Minute	IncidentDescription	IncidentDescriptionTracking	Location_Country	Location_Province	Location_City	Leftist_Organization	Rightist_Organization	Religious_Organization	Ethnic_Organization	Separatist_Organization	Environmentalist_Organization	Supremacist_Organization	Anarchist_Organization	Antiglobalization_Organization	Vigilante_Organization	Criminal_Organization	NoPerpetrators	Emigre	Perpetrators_Primary	Perpetrators_Secondary	EventTypeID	WeaponTypeID1	WeaponTypeID2	WeaponSubTypeID1	WeaponSubTypeID2	TargetID1	TargetID2	TargetID3	TargetSubTypeID1	TargetSubTypeID2	TargetSubTypeID3	CanadianTarget	SuicideAttack	Fatalities	Injuries	PerpetratorFatalities	PerpetratorInjuries	IncidentSuccessful	Hoax	CanadianVictim	CanadianPerpetrator	ViolentExtremism	DoubtTerror	Alternative	Latitude	Longitude	OriginalSource	Reference1	Reference2	Reference3	Reference4	Reference5	Reference6	Reference7
13827	19760724110902001	1976	7	24													"07/24/1976: A caller who used the Front de Liberation du Quebec slogan ""Nous vaincrons"" warned that a bomb had been planted in a washroom at the Olympic Sports stadium in Montreal. A two-man bomb disposal unit found a shoebox containing an alarm clock and some wires but no explosives, minutes before the end of a handball game between Japan and Yugoslavia that was attended by 2,242."	0	Canada	Quebec	Montreal	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	Front de Libération du Québec (FLQ)		Threat	Fake Weapons				Business			Entertainment/Cultural/Stadiums/Casinos			Yes	No	0	0	0	0	-88	Yes	-99	-99		No				"Mickolus, 1980, 633; Kellett, 1981, 64; Charters, 1987, 5"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 400."	"Mickolus, Edward F. (1980). Trasnational Terrorism: Chronology of Events, 1968-1979.  Westport, CT: Greenwood Press. p. 633."	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 153"					
13828	19760814021014001	1976	8	14													"08/14/1976: The Indian Workers Movement and supporters of the Communist Party of Canada - Marxist-Leninist (CPC-ML) held a demonstration against India's Independence Day in Vancouver. Police wrestled demonstrators apart after the clash broke out in front of the courthouse. About 50 members of the East Indian People's Association of North America were demonstrating peacefully in front of the courthouse when another group of 100 demonstrators, from the Indian Workers Movement, appeared on the scene. The Indian Workers Movement demonstrators, carrying signs made of pieces of wood and two-by-fours, rushed the other group swinging their signs and shouting slogans. There were no serious injuries. Police said the right wing East Indian People's Association and the left-wing Indian Worker's Movement, left wing are bitter rivals. The demonstration was held by each group to express their views concerning racial discrimination in the city and on Indian politics. No arrests were made."	0	Canada	British Columbia	Vancouver	Does adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	East Indian People's Association of North America	Indian Workers movement	Unarmed Assault	Primitive/Melee		Blunt Object		Private Citizens & Property			Unnamed Civilians/Unspecified			Yes	No	0	-88	0	-88	Yes	No	-99	-99		No				"CPC-ML ""The Arson Attack Against the Headquarters of CPC(ML) in B.C. - A Senseless Act…, 1983, 27; ""Police quelle fighting among East Indians at Vancouver Rally"", Globe and Mail, 16 Aug 1976, 8"	RWVIC p. 84							
13829	19760910990401001	1976	9	10	20	19				20	19						"09/10/1976: A B727 flying from New York to Chicago with 86 passengers and seven crew members, was hijacked by six Croatian nationalists at 8:19 P.M.  Shortly after the jet left La Guardia Airport, their leader handed a note to the flight steward who in tum relayed the message to the pilot, Captain Richard Carey. The note read: ""1. This airplane is hijacked. 2. We are in possession of five gelignite bombs, four of which are set in cast iron pens, giving them the same kind of force as a giant grenade. 3. In addition, we have left the same type of bomb in a locker across from the Commodore Hotel on 42nd Street.... 5. The appropriate authorities should be notified from the plane immediately. 6. This plane will ultimately be heading in the direction of London, England."" The hijackers claimed to be members of the Croatian National Liberation Forces and the Fighters for a Free Croatia. The hijacked plane flew to Gander, Newfoundland - 35 passengers deplaned while the plane refuelled and was joined by a TWA B707, which was used to guide the B727 pilots to Europe. At 6:57 A.M., the 727 landed at Keflavik Air Base in Iceland, where the plane was refuelled. Upon landing in France, the group demanded to speak to President Ford, Secretary of State Kissinger, or U.S. Ambassador Kenneth Rush. Rush agreed to speak to the hijackers. After tense negotiations, the group agreed to surrender peacefully. The remaining hijackers showed the passengers that the bombs were false. "	0	United States		New York	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	6	0	Croatian National Liberation Forces	Fighters for a Free Croatia	Hijacking	Fake Weapons				Airports & Aircraft			Aircraft (not at an airport)			No	No	0	3	0	0	Yes	No	No	-88		No				"Mickolus, 1980: 644-646; The Gazette, 13 Sept 1976, 1; The Montreal Star, 11 Sept 1976, 1, 2; New York Times, 14 Sept 1976, 1; Globe and Mail, 13 Sept 1976, 1"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 400."	"Mickolus, Edward F. (1980). Trasnational Terrorism: Chronology of Events, 1968-1979.  Westport, CT: Greenwood Press. p. 644-646."	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 88"					
13830	19760922110303001	1976	9	22													09/22/1976: A bomb was thrown from a car at the Cuban Consulate.	0	Canada	Quebec	Montreal	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	1	Cuban Communists		Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Diplomatic			Embassies/Consulates			No	No	0	0	-88	-88	-88	No	-99	-99		No				RCMP CHRONOLOGY OF CRIMINAL EXTREMIST INCIDENTS IN CANADA FROM 1970	Burak (1970-2013)							
13837	19761011020305001	1976	10	11													"10/11/1976: An explosion blew a hole in the ground in an orchard five miles north of Kelowna. The RCMP could not find a motive for this bombing or a similar bombing which occurred two days later, also near Kelowna."	0	Canada	British Columbia	Kelowna	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Food or Water Supply			Food Supply			Yes	No	0	0	0	0	Yes	No	-99	-99		Yes	Lack of Intentionality			"Vancouver Sun, 15 Oct 1976, 88"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 400"							
13838	19761013020314001	1976	10	13													"10/13/1976: An explosion occurred on Knox Mountain, on the outskirts of Kelowna. The dynamite blast blew a hole four foot wide and one foot deep, breaking the windshield of a nearby car. No one was injured."	0	Canada	British Columbia	Kelowna	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Private Citizens & Property			Public Areas (e.g., Public garden, parking lot, garage, beach, public buildings, camps)	Vehicles/Transportation		Yes	No	0	0	0	0	Yes	No	-99	-99		Yes	Lack of Intentionality			"Vancouver Sun, 15 Oct 1976, 88"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 401"							
13839	19761017020714001	1976	10	17													"10/17/1976: A Union of Spiritual Communities of Christ memorial statue at Farron was smashed and red paint was sprayed over the ruins. The statue was erected at the site of the 1924 train bombing that caused the death of Peter Verigin, who had been the spiritual leader of Canada's Doukhobors."	0	Canada	British Columbia	Farron	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	Sons of Freedom (SOF)		Facility/Infrastructure Attack	Sabotage Equipment				Private Citizens & Property			Memorials/Cemeteries/Monuments			Yes	No	0	0	0	0	Yes	No	-99	-99	1	-88				Ross/Cran	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 401"	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 89"						
13831	19761112070321001	1976	11	12													"11/12/1976: An unidentified individual(s) bombed a transmission tower at Greenwood, Nova Scotia."	0	Canada	Nova Scotia	Greenwood	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Utilities			Electrical transformers/substations/ power lines			Yes	No	0	0	0	0	Yes	No	-99	-99		No				"FBI/BDC, Nov 1976"	EIDB							
13832	19761118110901001	1976	11	18													"11/18/1976: A stewardess found a note indicating that a bomb was on board an Eastern Airlines B727 en route New York-Montreal. Passengers were quickly evacuated upon landing in Montreal; however, no bomb was found."	0	Canada	Quebec	Montreal	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Threat	Explosives/Bombs/Dynamite		Unknown Explosive Type		Airports & Aircraft			Aircraft (not at an airport)			Yes	No	0	0	0	0	-88	Yes	-99	-99		No				"Mickolus, 1980: 661; Bergeron"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 401."							
13833	19761121110901001	1976	11	21	18	45				18	45						"11/21/1976: A Canadian Pacific Air flight to Europe (Toronto-Montreal-Rome-Athens) was delayed four and a half hours in Montreal after officials received a warning that ""There will be terrorists on board with bombs."" The caller was a male, speaking English with a foreign accent. One hundred and thirty passengers and nine crewmembers were evacuated; however, no bomb was found."	0	Canada	Quebec	Montreal	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Threat	Explosives/Bombs/Dynamite		Unknown Explosive Type		Airports & Aircraft			Aircraft (not at an airport)			Yes	No	0	0	0	0	-88	Yes	-99	-99		No				"Globe and Mail, 22 Nov 1976, 9; Bergeron"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 401."							
13840	19761201090708001	1976	12	1													"12/01/1976: A fire at the offices of a Yugoslav weekly newspaper published in Scarborough caused $10,000 in damage. The editor and his family lived above the offices and claimed to have barely escaped. The editor claimed that the fire was deliberately set and attributed it to extremists opposed to the Yugoslav government."	0	Canada	Ontario	Toronto	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Facility/Infrastructure Attack	Incendiary		Arson/Fire		Journalists & Media			Newspaper Journalists/Staff/Facilities			Yes	No	0	0	0	0	Yes	No	-99	-99		No				"Globe and Mail, 5 Jan 1977, 5"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 402"							
13834	19761204020714001	1976	12	4													"12/04/1976: Sons of Freedom attempted arson against Appledale Hall in Appledale, B.C."	0	Canada	British Columbia	Appledale	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	Sons of Freedom (SOF)		Facility/Infrastructure Attack	Incendiary		Arson/Fire		Private Citizens & Property			Public Areas (e.g., Public garden, parking lot, garage, beach, public buildings, camps)			Yes	No	0	0	0	0	No	No	-99	-99		No				Cran Chronology	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 89"							
13841	19761222090714001	1976	12	22	23	30				23	30						"12/22/1976: A fire at the Yugoslav Canadian Club was deliberately set, police concluded. A gas stove was turned to high, the gas jets of a furnace were torn off, and some type of fluid was spread on the basement floor and set on fire. The fire destroyed pinball machines and caused heavy smoke damage. The damage was estimated to be $23,500. The club had received a number of threats since its opening two years earlier, and it had been the target of vandalism. One source claimed that the club was believed to represent the interests of Communist Yugoslavia; a Croatian Nationalist group was blamed."	0	Canada	Ontario	Hamilton	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	1	Croatian Nationalists		Facility/Infrastructure Attack	Incendiary		Arson/Fire		Private Citizens & Property			Museums/Cultural Centers/Cultural Houses			No	No	0	0	0	0	Yes	No	-99	-99	1	-88				"HS 10 Jan 1977, 7; Globe and Mail, 5 Jan 1977, 5; The Spectator 10 Jan 1977, 7"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 402"	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 154"	RWVIC p. 88					
